flight_id,flight_number,airline_iata,aircraft_type,flight_date,scheduled_departure,destination_airport,distance_km,passengers,fuel_kg,flight_type
FLT_20250809_0104,LH6305,LH,A320,2025-08-09,16:45,FRA,1197,93,3253,international
FLT_20250809_0105,LH7323,LH,A320,2025-08-09,20:15,FRA,943,131,2096,international
FLT_20250809_0106,W63831,W6,A333,2025-08-09,17:00,TLS,1247,83,5212,domestic
FLT_20250809_0107,AF5325,AF,A320,2025-08-09,19:00,BCN,1562,163,3686,domestic
FLT_20250809_0108,BA3749,BA,B738,2025-08-09,08:45,FRA,879,168,4205,domestic
FLT_20250809_0109,KL7697,KL,A333,2025-08-09,23:45,BCN,563,155,5425,domestic
FLT_20250809_0110,U2875,U2,A333,2025-08-09,10:45,NCE,1035,167,7572,european
FLT_20250809_0111,AF6539,AF,B738,2025-08-09,21:30,LHR,714,156,6611,european
FLT_20250809_0112,LH2830,LH,A320,2025-08-09,22:30,MUC,1077,153,3483,domestic
FLT_20250809_0113,FR9764,FR,A333,2025-08-09,12:15,TLS,1082,136,4390,international
FLT_20250809_0114,BA7227,BA,B738,2025-08-09,13:45,FCO,1149,157,7348,european
FLT_20250809_0115,U28614,U2,B738,2025-08-09,21:30,TLS,805,138,5839,international
FLT_20250809_0116,U26594,U2,B738,2025-08-09,08:00,MAD,1909,169,5884,international
FLT_20250809_0117,KL506,KL,A333,2025-08-09,10:15,FRA,924,88,2136,international
FLT_20250809_0118,W62938,W6,A320,2025-08-09,09:30,TLS,1817,171,6552,international
FLT_20250809_0119,W6746,W6,A333,2025-08-09,16:45,TLS,1741,123,7947,domestic
FLT_20250809_0120,FR1790,FR,A333,2025-08-09,22:45,LYS,973,90,3628,european
FLT_20250809_0121,AF8021,AF,B738,2025-08-09,21:45,FRA,1361,176,6718,european
FLT_20250809_0122,LH4962,LH,A333,2025-08-09,22:00,TLS,735,106,2763,domestic
FLT_20250809_0123,FR9439,FR,A320,2025-08-09,15:00,NCE,639,126,7789,international
FLT_20250809_0124,W67143,W6,A320,2025-08-09,10:15,LYS,1682,160,6671,international
FLT_20250809_0125,LH9034,LH,A320,2025-08-09,06:00,TLS,819,162,4686,international
FLT_20250809_0126,FR6789,FR,A333,2025-08-09,17:30,FCO,1795,124,7363,domestic
FLT_20250809_0127,AF7435,AF,A320,2025-08-09,23:00,LYS,1665,141,7422,domestic
FLT_20250809_0128,AF7640,AF,A320,2025-08-09,11:45,BCN,590,175,5393,european
FLT_20250809_0129,FR4843,FR,B738,2025-08-09,11:15,MAD,1717,99,4008,international
FLT_20250809_0130,W66637,W6,B738,2025-08-09,07:00,FRA,1492,165,6558,domestic
FLT_20250809_0131,AF2063,AF,B738,2025-08-09,08:15,MAD,1095,84,5757,european
FLT_20250809_0132,LH3795,LH,A320,2025-08-09,22:15,MUC,718,107,4269,domestic
FLT_20250809_0133,AF5922,AF,B738,2025-08-09,13:15,TLS,1370,135,5692,domestic
FLT_20250809_0134,AF2347,AF,B738,2025-08-09,08:15,NCE,1812,96,2054,domestic
FLT_20250809_0135,BA9098,BA,B738,2025-08-09,17:30,TLS,1561,85,5901,international
FLT_20250809_0136,BA6300,BA,A320,2025-08-09,13:00,TLS,1510,107,7036,european
FLT_20250809_0137,AF7176,AF,B738,2025-08-09,17:00,TLS,1575,144,2480,domestic
FLT_20250809_0138,AF386,AF,A320,2025-08-09,07:45,LHR,1569,116,2166,european
FLT_20250809_0139,FR3695,FR,A333,2025-08-09,07:45,BCN,675,120,4005,domestic
FLT_20250809_0140,KL5379,KL,A320,2025-08-09,13:00,AMS,1251,116,7885,european
FLT_20250809_0141,BA7751,BA,A320,2025-08-09,15:15,FCO,1549,133,7065,domestic
FLT_20250809_0142,U22846,U2,B738,2025-08-09,20:30,AMS,676,106,7144,international
FLT_20250809_0143,AF8424,AF,A320,2025-08-09,06:00,FCO,1504,90,3992,domestic
FLT_20250809_0144,KL7003,KL,A320,2025-08-09,21:00,FRA,948,151,2044,international
FLT_20250809_0145,U27991,U2,A333,2025-08-09,06:45,AMS,1535,96,6741,international
FLT_20250809_0146,FR4444,FR,B738,2025-08-09,21:30,FCO,1880,109,5601,domestic
FLT_20250809_0147,U21476,U2,A320,2025-08-09,14:45,TLS,1324,87,2496,european
FLT_20250809_0148,KL2405,KL,B738,2025-08-09,22:45,TLS,1594,121,7424,domestic
FLT_20250809_0149,W6119,W6,B738,2025-08-09,19:00,BCN,1179,123,4633,european
FLT_20250809_0150,AF5962,AF,B738,2025-08-09,18:15,LHR,626,131,6318,european
FLT_20250809_0151,U29945,U2,B738,2025-08-09,08:30,LHR,1481,138,2508,european
FLT_20250809_0152,FR222,FR,A333,2025-08-09,08:45,FCO,1140,98,3444,international
FLT_20250809_0153,W6394,W6,A333,2025-08-09,08:15,FRA,1182,106,2110,european
FLT_20250809_0154,W61834,W6,A333,2025-08-09,14:30,LHR,709,154,5646,domestic
FLT_20250809_0155,U22652,U2,B738,2025-08-09,11:00,NCE,489,137,4660,domestic
FLT_20250809_0156,KL3905,KL,A320,2025-08-09,15:30,NCE,1575,126,4586,european
FLT_20250809_0157,KL5810,KL,B738,2025-08-09,21:30,AMS,1529,172,4800,international
FLT_20250809_0158,BA3705,BA,B738,2025-08-09,14:15,LHR,1837,107,2039,international
FLT_20250809_0159,FR3899,FR,B738,2025-08-09,09:45,BCN,777,88,5764,domestic
FLT_20250809_0160,W69503,W6,A320,2025-08-09,12:00,MAD,1461,113,7712,domestic
FLT_20250809_0161,AF1588,AF,B738,2025-08-09,12:15,TLS,1845,91,3930,domestic
FLT_20250809_0162,KL242,KL,A320,2025-08-09,14:15,TLS,523,164,4144,domestic
FLT_20250809_0163,W62737,W6,B738,2025-08-09,19:30,NCE,1196,116,7634,european
FLT_20250809_0164,W63638,W6,A333,2025-08-09,10:30,FRA,1049,143,7597,domestic
FLT_20250809_0165,AF5082,AF,A320,2025-08-09,23:45,BCN,951,95,3805,domestic
FLT_20250809_0166,W67693,W6,B738,2025-08-09,22:45,FRA,1335,138,3995,european
FLT_20250809_0167,W65460,W6,A333,2025-08-09,17:30,NCE,1542,136,6249,domestic
FLT_20250809_0168,AF1882,AF,A320,2025-08-09,10:45,MAD,965,149,6891,domestic
FLT_20250809_0169,FR7363,FR,A333,2025-08-09,11:00,LYS,1909,85,4367,international
FLT_20250809_0170,AF7551,AF,A320,2025-08-09,13:15,MUC,308,88,6545,domestic
FLT_20250809_0171,W63248,W6,B738,2025-08-09,12:00,TLS,931,154,6107,domestic
FLT_20250809_0172,KL2858,KL,B738,2025-08-09,08:00,TLS,1666,101,7286,international
FLT_20250809_0173,FR2273,FR,A320,2025-08-09,23:15,MUC,1503,158,4648,domestic
FLT_20250809_0174,U23219,U2,A333,2025-08-09,08:45,BCN,1687,159,3028,international
FLT_20250809_0175,BA9060,BA,B738,2025-08-09,10:00,LYS,1750,115,3945,european
FLT_20250809_0176,U22782,U2,A320,2025-08-09,09:30,TLS,1714,113,5101,domestic
FLT_20250809_0177,U25645,U2,B738,2025-08-09,15:15,AMS,1645,169,6560,domestic
FLT_20250809_0178,LH8208,LH,A320,2025-08-09,06:45,AMS,538,151,3436,european
FLT_20250809_0179,AF6004,AF,A320,2025-08-09,17:45,MAD,1653,167,7541,international
FLT_20250809_0180,KL2262,KL,A320,2025-08-09,22:15,FRA,1141,80,3409,european
FLT_20250810_0001,FR5625,FR,A320,2025-08-10,13:15,FRA,1727,124,5517,european
FLT_20250810_0002,AF4845,AF,A333,2025-08-10,10:30,NCE,1078,81,3086,domestic
FLT_20250810_0003,LH4732,LH,A320,2025-08-10,16:45,MAD,1461,159,3375,international
FLT_20250810_0004,BA5922,BA,A333,2025-08-10,16:30,LHR,762,112,6894,european
FLT_20250810_0005,BA8169,BA,A333,2025-08-10,10:15,BCN,1347,171,3272,international
FLT_20250810_0006,AF9921,AF,A333,2025-08-10,08:45,FCO,958,177,7515,european
FLT_20250810_0007,AF8378,AF,A320,2025-08-10,22:15,MAD,1738,94,4019,domestic
FLT_20250810_0008,LH9449,LH,A333,2025-08-10,07:00,MAD,316,97,5408,european
FLT_20250810_0009,W66180,W6,B738,2025-08-10,17:30,TLS,676,135,2922,european
FLT_20250810_0010,AF7865,AF,A333,2025-08-10,22:00,MAD,653,130,5603,european
FLT_20250810_0011,AF7408,AF,A333,2025-08-10,18:00,AMS,583,130,7850,european
FLT_20250810_0012,KL4103,KL,A333,2025-08-10,18:15,MUC,340,115,6244,domestic
FLT_20250810_0013,FR1747,FR,A333,2025-08-10,15:15,LHR,1085,125,3658,european
FLT_20250810_0014,U26001,U2,A333,2025-08-10,20:15,LHR,356,134,3063,european
FLT_20250810_0015,W68262,W6,A333,2025-08-10,08:15,AMS,948,129,2405,european
FLT_20250810_0016,KL2155,KL,A320,2025-08-10,15:45,BCN,741,110,4432,domestic
FLT_20250810_0017,FR4336,FR,B738,2025-08-10,11:45,BCN,930,109,5739,international
FLT_20250810_0018,KL7015,KL,A333,2025-08-10,07:45,MAD,706,151,5456,european
FLT_20250810_0019,FR8557,FR,A333,2025-08-10,08:00,MUC,449,130,6476,international
FLT_20250810_0020,AF9200,AF,A333,2025-08-10,20:30,LHR,1496,132,3272,international
FLT_20250810_0021,KL7968,KL,A320,2025-08-10,19:00,FRA,1336,159,4572,international
FLT_20250810_0022,W65599,W6,A333,2025-08-10,06:15,MAD,1496,107,7771,european
FLT_20250810_0023,U22551,U2,A333,2025-08-10,22:00,MAD,1609,99,5865,european
FLT_20250810_0024,KL9847,KL,A320,2025-08-10,12:15,LHR,1367,180,5890,international
FLT_20250810_0025,FR8236,FR,B738,2025-08-10,14:15,LHR,969,175,2969,domestic
FLT_20250810_0026,BA4978,BA,A333,2025-08-10,11:00,TLS,1065,118,4585,international
FLT_20250810_0027,BA1655,BA,A333,2025-08-10,11:00,BCN,847,136,5429,european
FLT_20250810_0028,KL6757,KL,B738,2025-08-10,09:00,MUC,1456,99,5756,european
FLT_20250810_0029,W69692,W6,B738,2025-08-10,15:15,MAD,371,139,4694,european
FLT_20250810_0030,BA9161,BA,A320,2025-08-10,10:30,MUC,736,179,5211,european
FLT_20250810_0031,BA4839,BA,B738,2025-08-10,08:00,AMS,658,122,4538,european
FLT_20250810_0032,FR186,FR,A333,2025-08-10,21:15,AMS,682,146,2696,international
FLT_20250810_0033,LH1445,LH,A333,2025-08-10,23:00,BCN,542,166,3395,international
FLT_20250810_0034,W63285,W6,A333,2025-08-10,08:00,MAD,644,98,5568,domestic
FLT_20250810_0035,AF5007,AF,A320,2025-08-10,08:30,TLS,1144,95,5051,domestic
FLT_20250810_0036,FR5589,FR,B738,2025-08-10,08:00,LYS,1563,90,7016,domestic
FLT_20250810_0037,AF3232,AF,A333,2025-08-10,08:45,TLS,695,157,7814,european
FLT_20250810_0038,U27469,U2,A333,2025-08-10,23:30,MAD,1977,143,6118,european
FLT_20250810_0039,KL3885,KL,A333,2025-08-10,19:00,FRA,741,89,2929,domestic
FLT_20250810_0040,KL6150,KL,A333,2025-08-10,13:00,MAD,1202,86,6074,international
FLT_20250810_0041,U27148,U2,A333,2025-08-10,06:15,FCO,1393,152,7967,domestic
FLT_20250810_0042,W67380,W6,B738,2025-08-10,17:30,FCO,1845,131,3139,domestic
FLT_20250810_0043,FR1776,FR,A320,2025-08-10,12:45,BCN,996,170,5009,international
FLT_20250810_0044,FR6301,FR,B738,2025-08-10,09:30,MUC,1223,178,5272,international
FLT_20250810_0045,U26542,U2,B738,2025-08-10,06:45,NCE,1641,109,6061,european
FLT_20250810_0046,FR7123,FR,A333,2025-08-10,12:30,BCN,715,132,7405,european
FLT_20250810_0047,LH9551,LH,A333,2025-08-10,08:00,LHR,1064,125,6044,domestic
FLT_20250810_0048,U26494,U2,B738,2025-08-10,17:15,MAD,747,126,2774,international
FLT_20250810_0049,FR8445,FR,B738,2025-08-10,22:00,LHR,919,142,6223,international
FLT_20250810_0050,W66555,W6,A333,2025-08-10,12:00,LYS,645,156,3359,international
FLT_20250810_0051,BA8264,BA,A320,2025-08-10,17:15,MAD,1395,118,5977,international
FLT_20250810_0052,BA4335,BA,A320,2025-08-10,07:45,FRA,940,168,5574,domestic
FLT_20250810_0053,FR2502,FR,A320,2025-08-10,21:45,MAD,1217,154,5937,domestic
FLT_20250810_0054,FR3658,FR,B738,2025-08-10,10:15,FCO,1232,139,6683,international
FLT_20250810_0055,U2678,U2,A333,2025-08-10,17:15,LHR,1508,98,3264,european
FLT_20250810_0056,LH7998,LH,A333,2025-08-10,18:15,BCN,1777,114,6005,domestic
FLT_20250810_0057,W66254,W6,B738,2025-08-10,22:15,MUC,676,94,5150,international
FLT_20250810_0058,W68806,W6,A333,2025-08-10,07:45,MUC,1804,98,4775,international
FLT_20250810_0059,BA2745,BA,B738,2025-08-10,09:30,MAD,441,85,7231,domestic
FLT_20250810_0060,AF9448,AF,A333,2025-08-10,10:45,NCE,547,174,5194,european
FLT_20250810_0061,W62729,W6,A320,2025-08-10,06:45,AMS,918,145,6697,domestic
FLT_20250810_0062,BA1636,BA,A333,2025-08-10,12:30,MAD,1021,132,3618,european
FLT_20250810_0063,U29846,U2,B738,2025-08-10,07:00,LYS,1107,100,3957,european
FLT_20250810_0064,W66404,W6,A320,2025-08-10,11:15,FCO,1854,99,4218,domestic
FLT_20250810_0065,KL8265,KL,B738,2025-08-10,10:15,LHR,1717,132,4952,european
FLT_20250810_0066,AF102,AF,A320,2025-08-10,10:00,LHR,423,179,4857,european
FLT_20250810_0067,BA5089,BA,B738,2025-08-10,19:30,LYS,581,174,7553,domestic
FLT_20250810_0068,KL9847,KL,B738,2025-08-10,18:30,BCN,1420,136,5642,domestic
FLT_20250810_0069,LH1917,LH,A333,2025-08-10,15:45,MAD,1465,143,3586,domestic
FLT_20250810_0070,BA9080,BA,B738,2025-08-10,19:45,AMS,1512,90,2968,domestic
FLT_20250810_0071,KL4629,KL,A320,2025-08-10,12:30,FRA,920,151,3759,international
FLT_20250810_0072,BA4763,BA,A320,2025-08-10,09:00,MAD,1375,117,5912,international
FLT_20250810_0073,FR885,FR,A333,2025-08-10,12:30,LYS,1055,152,4319,european
FLT_20250810_0074,BA5305,BA,A320,2025-08-10,15:30,MUC,1928,152,5047,international
FLT_20250810_0075,FR2070,FR,A333,2025-08-10,06:45,NCE,1789,108,3948,european
FLT_20250810_0076,LH2564,LH,A320,2025-08-10,06:30,TLS,646,158,2087,european
FLT_20250810_0077,KL6060,KL,A320,2025-08-10,15:15,BCN,1353,164,4843,international
FLT_20250810_0078,AF7093,AF,A333,2025-08-10,09:00,TLS,759,122,4478,domestic
FLT_20250810_0079,FR882,FR,B738,2025-08-10,12:15,TLS,1742,95,2392,european
FLT_20250810_0080,BA3841,BA,A333,2025-08-10,17:00,TLS,1583,159,6582,domestic
FLT_20250810_0081,AF5238,AF,B738,2025-08-10,22:45,NCE,1078,132,7863,domestic
FLT_20250810_0082,U2538,U2,B738,2025-08-10,19:15,FRA,826,122,2947,domestic
FLT_20250810_0083,AF2743,AF,B738,2025-08-10,06:00,LHR,1904,157,5119,international
FLT_20250810_0084,KL1221,KL,A333,2025-08-10,12:45,LHR,786,133,3788,european
FLT_20250810_0085,W69729,W6,A333,2025-08-10,12:45,MAD,388,128,7795,european
FLT_20250810_0086,BA1035,BA,A333,2025-08-10,07:00,LYS,1380,125,5334,domestic
FLT_20250810_0087,AF6615,AF,A333,2025-08-10,06:15,TLS,884,95,4759,domestic
FLT_20250810_0088,KL2780,KL,B738,2025-08-10,07:45,AMS,1959,167,5329,international
FLT_20250810_0089,W61924,W6,A333,2025-08-10,23:15,FRA,1150,168,2360,european
FLT_20250810_0090,KL9786,KL,B738,2025-08-10,21:00,NCE,712,130,4141,european
FLT_20250810_0091,KL2006,KL,A320,2025-08-10,14:30,BCN,741,113,2967,domestic
FLT_20250810_0092,FR4510,FR,B738,2025-08-10,11:30,LYS,420,113,2083,international
FLT_20250810_0093,BA1540,BA,B738,2025-08-10,16:15,TLS,1734,171,4705,international
FLT_20250810_0094,W69559,W6,A320,2025-08-10,17:30,MUC,1408,113,5458,european
FLT_20250810_0095,LH5460,LH,A333,2025-08-10,13:00,FRA,1908,160,5490,european
FLT_20250810_0096,FR3324,FR,A320,2025-08-10,07:15,LHR,1237,166,2732,international
FLT_20250810_0097,BA3735,BA,A333,2025-08-10,16:00,LHR,440,166,4323,european
FLT_20250810_0098,AF459,AF,A320,2025-08-10,06:15,TLS,497,143,2658,domestic
FLT_20250810_0099,AF5019,AF,A320,2025-08-10,06:00,FRA,1488,97,5106,international
FLT_20250810_0100,KL2363,KL,A333,2025-08-10,23:45,FCO,502,169,7493,domestic
FLT_20250810_0101,BA832,BA,A320,2025-08-10,06:00,AMS,1598,91,5512,domestic
FLT_20250810_0102,AF4515,AF,A333,2025-08-10,22:00,BCN,549,98,7572,domestic
FLT_20250810_0103,BA4999,BA,B738,2025-08-10,22:15,NCE,476,141,3166,international
FLT_20250810_0104,U29719,U2,A320,2025-08-10,22:45,TLS,651,112,5706,domestic
FLT_20250810_0105,BA2991,BA,A333,2025-08-10,17:15,LYS,1703,142,5941,european
FLT_20250810_0106,U24965,U2,A320,2025-08-10,14:30,BCN,1925,180,4480,domestic
FLT_20250810_0107,FR2720,FR,B738,2025-08-10,22:15,TLS,740,154,5331,domestic
FLT_20250810_0108,FR5695,FR,A320,2025-08-10,10:15,FCO,592,94,6972,domestic
FLT_20250810_0109,FR7430,FR,A320,2025-08-10,14:00,FRA,1622,149,7094,international
FLT_20250810_0110,U25799,U2,A333,2025-08-10,13:30,TLS,973,112,5412,international
FLT_20250810_0111,AF3029,AF,A333,2025-08-10,23:00,MUC,328,178,5313,international
FLT_20250810_0112,U27823,U2,A333,2025-08-10,23:45,TLS,476,151,2668,international
FLT_20250810_0113,KL5565,KL,B738,2025-08-10,13:45,AMS,508,179,5740,european
FLT_20250810_0114,W63569,W6,A333,2025-08-10,18:45,BCN,452,175,2219,international
FLT_20250810_0115,W6243,W6,A333,2025-08-10,07:15,NCE,1408,135,5342,european
FLT_20250810_0116,LH3202,LH,A320,2025-08-10,23:30,AMS,1701,139,4294,domestic
FLT_20250810_0117,AF5795,AF,A320,2025-08-10,14:00,NCE,1350,148,7248,domestic
FLT_20250810_0118,FR8310,FR,A320,2025-08-10,07:30,LYS,909,169,2187,european
FLT_20250810_0119,BA1843,BA,B738,2025-08-10,14:00,FRA,569,156,4580,european
FLT_20250810_0120,FR2411,FR,B738,2025-08-10,09:30,LYS,887,96,4509,european
FLT_20250810_0121,BA4841,BA,A320,2025-08-10,22:45,FRA,1214,152,2594,international
FLT_20250810_0122,U28032,U2,A320,2025-08-10,11:00,LHR,518,141,4255,international
FLT_20250810_0123,W68107,W6,A320,2025-08-10,21:15,MAD,354,100,6747,european
FLT_20250810_0124,U24701,U2,A320,2025-08-10,11:00,LYS,345,125,2788,european
FLT_20250810_0125,KL3497,KL,A333,2025-08-10,11:15,BCN,1755,90,2799,european
FLT_20250810_0126,KL4500,KL,A320,2025-08-10,23:45,NCE,495,119,5209,domestic
FLT_20250810_0127,AF9009,AF,B738,2025-08-10,20:30,NCE,1393,138,7630,european
FLT_20250810_0128,U25655,U2,A320,2025-08-10,07:45,LHR,1343,135,3705,international
FLT_20250810_0129,W62338,W6,A333,2025-08-10,16:15,NCE,1721,155,2636,international
FLT_20250810_0130,KL5930,KL,A333,2025-08-10,20:30,BCN,1999,165,5650,international
FLT_20250810_0131,U22237,U2,A333,2025-08-10,23:45,MUC,1142,147,5235,international
FLT_20250810_0132,FR3319,FR,B738,2025-08-10,11:45,BCN,1168,109,7708,domestic
FLT_20250810_0133,FR5999,FR,A320,2025-08-10,23:00,AMS,1621,149,7546,european
FLT_20250810_0134,W62387,W6,A320,2025-08-10,20:45,BCN,1788,154,5390,domestic
FLT_20250810_0135,KL4424,KL,B738,2025-08-10,09:00,TLS,765,141,6907,european
FLT_20250810_0136,U28966,U2,B738,2025-08-10,21:30,FCO,1173,103,6341,international
FLT_20250810_0137,AF3288,AF,A320,2025-08-10,13:15,MUC,1667,135,6200,european
FLT_20250810_0138,W61072,W6,B738,2025-08-10,16:00,MAD,822,99,2938,domestic
FLT_20250810_0139,U22814,U2,A320,2025-08-10,07:15,FCO,1843,88,3300,european
FLT_20250810_0140,LH2523,LH,B738,2025-08-10,17:15,TLS,1007,132,6079,european
FLT_20250810_0141,W68530,W6,A320,2025-08-10,11:00,NCE,1092,145,5701,european
FLT_20250810_0142,FR1538,FR,A320,2025-08-10,15:45,BCN,1191,152,7380,domestic
FLT_20250810_0143,U2804,U2,A320,2025-08-10,06:00,AMS,463,156,5921,european
FLT_20250810_0144,W62174,W6,A333,2025-08-10,17:45,FCO,899,82,2770,domestic
FLT_20250810_0145,BA6158,BA,A320,2025-08-10,16:30,FCO,1249,118,6043,european
FLT_20250810_0146,KL7079,KL,A333,2025-08-10,13:45,BCN,1018,149,2923,domestic
FLT_20250810_0147,U24358,U2,A333,2025-08-10,15:45,LHR,550,109,7648,european
FLT_20250810_0148,KL9217,KL,A333,2025-08-10,09:15,FCO,1172,178,4056,domestic
FLT_20250810_0149,AF7650,AF,A320,2025-08-10,07:30,BCN,830,180,3951,european
FLT_20250810_0150,AF7326,AF,A333,2025-08-10,13:45,MUC,1893,142,7363,european
FLT_20250810_0151,LH8242,LH,A333,2025-08-10,09:30,MUC,1574,179,5705,international
FLT_20250810_0152,LH141,LH,B738,2025-08-10,09:15,NCE,1945,104,6900,international
FLT_20250810_0153,LH8401,LH,A320,2025-08-10,20:15,LHR,338,92,4656,international
FLT_20250810_0154,LH4730,LH,A333,2025-08-10,16:00,BCN,1070,144,5083,international
FLT_20250810_0155,AF9705,AF,B738,2025-08-10,11:30,TLS,1326,142,4143,european
FLT_20250810_0156,U26772,U2,A333,2025-08-10,20:15,FRA,311,163,7589,international
FLT_20250810_0157,FR4718,FR,A333,2025-08-10,11:15,FCO,840,133,4726,european
FLT_20250810_0158,KL6093,KL,A333,2025-08-10,10:00,MAD,351,125,7738,european
FLT_20250810_0159,KL5448,KL,A320,2025-08-10,12:30,LYS,763,98,5002,european
FLT_20250810_0160,W67456,W6,B738,2025-08-10,15:30,LYS,1652,159,3583,international
FLT_20250810_0161,LH9490,LH,A333,2025-08-10,18:30,LHR,1556,159,2823,international
FLT_20250810_0162,U2130,U2,A333,2025-08-10,10:00,FCO,427,112,4268,european
FLT_20250810_0163,LH9454,LH,B738,2025-08-10,20:45,NCE,1187,132,5276,domestic
FLT_20250810_0164,AF5030,AF,A333,2025-08-10,13:30,LHR,1024,135,4357,international
FLT_20250810_0165,FR5096,FR,A333,2025-08-10,11:00,FRA,763,85,5790,domestic
FLT_20250810_0166,U27550,U2,B738,2025-08-10,09:30,AMS,1923,167,5537,european
FLT_20250810_0167,AF1299,AF,A320,2025-08-10,14:15,TLS,1564,167,5970,domestic
FLT_20250810_0168,KL7792,KL,B738,2025-08-10,19:30,LHR,1456,130,4988,european
FLT_20250810_0169,LH7123,LH,B738,2025-08-10,06:15,BCN,1055,81,6976,domestic
FLT_20250810_0170,FR5435,FR,A333,2025-08-10,17:00,NCE,1906,104,5474,domestic
FLT_20250810_0171,KL1873,KL,A333,2025-08-10,18:00,LYS,1859,117,3891,domestic
FLT_20250810_0172,AF4749,AF,B738,2025-08-10,14:30,AMS,543,163,3139,european
FLT_20250810_0173,FR8073,FR,B738,2025-08-10,22:30,FRA,1898,170,3042,domestic
FLT_20250810_0174,BA7740,BA,A320,2025-08-10,09:30,MAD,1709,117,4350,european
FLT_20250810_0175,BA7610,BA,A333,2025-08-10,15:30,FRA,1240,88,7052,international
FLT_20250810_0176,BA5022,BA,A320,2025-08-10,10:15,AMS,536,146,3596,european
FLT_20250810_0177,KL255,KL,B738,2025-08-10,08:30,LYS,1348,157,7404,international
FLT_20250810_0178,BA8011,BA,B738,2025-08-10,15:30,TLS,707,124,6490,domestic
FLT_20250810_0179,W61083,W6,A320,2025-08-10,12:45,LYS,1571,80,5064,international
FLT_20250810_0180,W6341,W6,A320,2025-08-10,11:45,MUC,1608,102,5278,domestic
FLT_20250811_0001,BA9193,BA,A320,2025-08-11,23:45,LYS,1226,88,7272,european
FLT_20250811_0002,W64666,W6,A320,2025-08-11,15:45,FRA,833,170,4020,european
FLT_20250811_0003,U29232,U2,B738,2025-08-11,13:30,FRA,1653,162,6137,european
FLT_20250811_0004,U27209,U2,A333,2025-08-11,17:45,NCE,833,165,2421,international
FLT_20250811_0005,U23177,U2,A320,2025-08-11,10:00,LYS,920,118,5787,european
FLT_20250811_0006,BA1477,BA,A333,2025-08-11,08:15,MUC,1446,101,6381,international
FLT_20250811_0007,KL4058,KL,A320,2025-08-11,23:00,MUC,1861,180,2857,european
FLT_20250811_0008,FR9484,FR,A320,2025-08-11,22:15,FRA,342,125,2772,international
FLT_20250811_0009,U2765,U2,B738,2025-08-11,19:45,FCO,1821,142,3462,international
FLT_20250811_0010,U28602,U2,A333,2025-08-11,16:00,FRA,1069,84,6307,international
FLT_20250811_0011,U24628,U2,B738,2025-08-11,12:30,LHR,950,154,5451,international
FLT_20250811_0012,AF3038,AF,A320,2025-08-11,18:30,FCO,1227,133,4211,domestic
FLT_20250811_0013,BA1521,BA,A320,2025-08-11,12:45,NCE,708,95,7419,domestic
FLT_20250811_0014,U23167,U2,B738,2025-08-11,18:15,FRA,1903,150,7043,domestic
FLT_20250811_0015,FR9725,FR,B738,2025-08-11,12:15,TLS,1302,149,2771,european
FLT_20250811_0016,W62387,W6,B738,2025-08-11,22:00,MAD,1439,173,3679,european
FLT_20250811_0017,W67454,W6,A320,2025-08-11,12:45,AMS,1718,147,3873,domestic
FLT_20250811_0018,FR6368,FR,B738,2025-08-11,16:30,LHR,546,137,2869,european
FLT_20250811_0019,LH952,LH,A333,2025-08-11,13:00,TLS,1809,161,7246,european
FLT_20250811_0020,BA4396,BA,A320,2025-08-11,06:45,NCE,1278,129,2795,european
FLT_20250811_0021,KL6241,KL,A333,2025-08-11,23:15,AMS,1118,131,5042,international
FLT_20250811_0022,W64791,W6,A320,2025-08-11,09:30,MUC,1550,177,4586,domestic
FLT_20250811_0023,U22970,U2,B738,2025-08-11,06:45,LYS,1705,131,7632,international
FLT_20250811_0024,FR8765,FR,A320,2025-08-11,15:00,LYS,1578,154,7520,european
FLT_20250811_0025,BA6851,BA,B738,2025-08-11,23:00,NCE,1426,112,6701,international
FLT_20250811_0026,FR7241,FR,A320,2025-08-11,15:45,LHR,452,118,2227,international
FLT_20250811_0027,FR2544,FR,A320,2025-08-11,09:15,NCE,1026,134,4556,domestic
FLT_20250811_0028,W61175,W6,A320,2025-08-11,10:30,FRA,1157,107,5653,international
FLT_20250811_0029,BA7826,BA,A320,2025-08-11,11:00,BCN,1531,125,2938,domestic
FLT_20250811_0030,LH8733,LH,B738,2025-08-11,18:45,LHR,1337,165,7214,european
FLT_20250811_0031,U21695,U2,B738,2025-08-11,09:45,MUC,1589,129,7402,domestic
FLT_20250811_0032,U29951,U2,B738,2025-08-11,18:00,LHR,1952,114,5222,international
FLT_20250811_0033,U23574,U2,A333,2025-08-11,18:15,NCE,432,162,7072,international
FLT_20250811_0034,LH2932,LH,B738,2025-08-11,11:30,NCE,385,174,7953,domestic
FLT_20250811_0035,KL1116,KL,A333,2025-08-11,06:00,NCE,1917,86,3499,domestic
FLT_20250811_0036,FR4579,FR,A333,2025-08-11,21:15,FRA,1175,138,6291,european
FLT_20250811_0037,KL6371,KL,B738,2025-08-11,11:45,BCN,473,131,4000,european
FLT_20250811_0038,U29644,U2,A333,2025-08-11,07:45,FRA,385,129,6716,international
FLT_20250811_0039,FR1388,FR,A320,2025-08-11,15:30,MUC,1769,173,6959,domestic
